userName;score;at;content
W-ONE CLOW;1;17/03/2023 04:57;Aplikasinya gak jelas. Saya login di web mypertamina aman aman aja sandi dan nik saya benar. Pas login di Aplikasi sandi saya salah padahal gak ada yg salah sama sekali. Ini sebenarnya kebijakan apak kesusahan?? Atau yg memeriksa data rabun yah?
Abdu Llah;1;17/03/2023 04:45;Apk sampah
Al Farizky;5;17/03/2023 04:43;Ok
daniel daniel;1;17/03/2023 03:54;Aplikasi nya bodoh kali..bukanya mempermudah masyarakat kecil..malah yang ada mempersulit masyarakat..
Rendy Nopriansyah;1;17/03/2023 03:27;Aplikasi sering gak bisa di buka. Tiap mau di buka loading aja. Udah 1 minggu ini bermasalah. Udah di update masih loading. Udah brp kali mau ngisi pake aplikasi gak kebuka. Ngerasa kek di prank udah ngantri pas mau bayar apk bermasalah
Erdy Yunan;1;17/03/2023 02:48;Saya tidak percaya dengan aplikasi ini. Sangat buruk. Pertamina gk ada tanggapan?
mau rianto;1;17/03/2023 02:46;Aplikasi yg saat buruk.... Yg perna ada.. Tekan lanjutan tidak bisa...
Alfa Brail;1;17/03/2023 02:16;aplikasi belum layak digunakan, tapi dipaksakan digunakan. Banyak ahli IT di indonesia, tapi kalah sama permainan proyek.
arpa mun;5;17/03/2023 02:10;Baik
Amin Darmin;1;17/03/2023 01:50;Aplikasi tidak bekerja dengan baik,bikin ribet buat isi BBM
Ara Pga;4;17/03/2023 01:34;Perlu perbaikan,karena kadang susah dibuka
Kenzi Al Faris;1;17/03/2023 01:32;Halo pertamina, pertamina itu prusahaan BUMN ya ! Sya ingin mnyampaikan bahwa kebijakan ini mmang cukup bagus tpi dibalik kebijakan ini apakah ad dri pihak elite pertamina memikirkan dampak negatif bagi masyarakat..??? Biar saya smpaikan dan kalo tdk prcaya tlong cek ke lapngan...masyrakat indonesia mayoritas memiliki kendraan roda dua, kebnyakn mengisi bbm d penjual eceran or pertamini..dan harganya itu rp13.000,00/liter dn ad yg lebih..tlong trtibkn saja harga bbm eceran terutama yg pertamini.
Ummu Raya kamila;1;17/03/2023 01:22;Aplikasi nya tidak praktis ...
Berthopratama Siagian;1;17/03/2023 01:08;Gara gara aplikasi yang lama yang kasih barcode ini, isi petalitepun susah. Entah kebijakan apa la seperti ini.
komar rasyid;1;17/03/2023 01:02;Aplikasi dari BUMN kok main-main
Nur Shidik;1;17/03/2023 00:53;Waktu mau download javHD speed unduh lambat tolong di perbaiki lagi
romi vitogam;2;17/03/2023 00:37;bagus
Mazz Tasimen;5;16/03/2023 19:01;Ribet
Fuad Muksin;5;16/03/2023 19:00;Oke
Zainal Arifin;5;16/03/2023 16:56;Goood
denis oke;1;16/03/2023 16:47;Ga jelas bkin ribet. hapus aja bbm subsidi, Pejabat tambahin lagi insentifnya
Aidul Akbar;1;16/03/2023 15:22;Buruk
Suka Suka;1;16/03/2023 14:34;Aplikasi rusak udh Nemu kode verifikasi malah gagal kocak kode dari situ kok gagal
Andi Saputra;5;16/03/2023 14:23;Bagus
rizal Efendi;1;16/03/2023 14:22;Terlalu ribet dan gak berpaedah
Yuyan Mulyana;1;16/03/2023 14:17;Aplikasi apaan ,katanya suruh dowenload ,tp susah ,aplikasi paling merugikan
WAHYUNTO SOLO;1;16/03/2023 14:12;Tambahkan notifikasi bila barcode/no polisi digunakan untuk beli produk & lokasi spbu .. tunjukkan sisa alokasi
Purniawati;1;16/03/2023 14:08;Bingung mau komen apa lagi. Pokoknya ini sangat menyusahkan!!!!!!!
Sagala 2;3;16/03/2023 13:51;Berbelit belit QR tak dapat
Arif Daplun;1;16/03/2023 13:10;Ribet ga jelas,bikin macet aja...ngisi sendiri yg ga tau cara nya tumpah
KOHER;5;16/03/2023 13:05;Cukub bagus
Samsul Bachri;1;16/03/2023 12:53;Ora kanggo gawe😫
Randy Syahputra;5;16/03/2023 12:40;Ok
Sigit Wibowo;5;16/03/2023 11:48;Mantap banget
Muhammad ali;1;16/03/2023 11:41;Ko di komen nya minus semua sih ? Wkwkwkwk. Bikin peraturan yang mudah aja untuk di lapangan. Semua tergantung petugas SPBU nya juga kadang udah ada begini aja mobil mewah masih ada yang isi subsidi harusnya di perusahaan SPBU nya yang harus tegas bukan semuanya kena imbas
Pejuang Hidup;1;16/03/2023 11:38;Tolong di perbaiki lagi sistem aplikasi karena tidak terhubung pembayaran link aja
Akhmad Feri;1;16/03/2023 10:31;App bulet gk guna
Maulida Yanti;2;16/03/2023 08:02;Aplikasi tidak bisa sudah disi yang kluar password and nik salah
PEDRO AMTIRAN;1;16/03/2023 08:02;Hshsua
Noh Amtiran;1;16/03/2023 07:57;Apk jelek su verifikasi ma bilang belom tahu lai apk rusak
Andrian Zheber (Andrey);1;16/03/2023 07:52;Aplikasinya terlalu buruk.. 10 kali lebih upload foto selalu ditolak dengan alasan tak terbaca.. ambil dari galeri terlalu besar ukuran file.. jaman serba mudah ini apk malah sebaliknya🤦
Didi Wae;1;16/03/2023 07:35;Kenapa tidak bisa daftar bbm subsidi
entis s;5;16/03/2023 07:33;Bagus
Era Prima Barus;1;16/03/2023 07:18;Tolong dibuat kan juga, lupa email
Tak Dikenal;1;16/03/2023 07:13;ga guna sumpah, ribet, nyusahin rakyat kecil !
Miftahussodik Sodik;1;16/03/2023 07:11;Aplikasi terhenti saat registrasi
Chandra Atmadja;1;16/03/2023 06:58;aplikasi sampah cocok untuk pengguna sampahh
Thunder Storm Gaming Yt;1;16/03/2023 06:19;Burik
In Dah;1;16/03/2023 06:14;Saya ud daftar ud pun lengkap info nya KTP dan plat tidak terdaftar.yg bener aj mypertamina.selam ini saya bayar pajak bisa
purwa nugraha;1;16/03/2023 05:18;payah
Rizky Pratama;1;16/03/2023 05:15;Sumpah gak bermanfaat banget aplikasinya, bukannya mempercepat malah memperlambat. Nyusahin ajq dari td
irfan supriatna;5;16/03/2023 05:12;Mantap
Enuh Noah;5;16/03/2023 04:45;Mantap
Taufik Herdiana;5;16/03/2023 04:44;Aplikasinya mantaf
Nurul Hadi;5;16/03/2023 04:43;Mantapp
Asep Dani;5;16/03/2023 04:41;Apk nya berguna
zank duke;5;16/03/2023 04:34;Mantap
Farid Ridwan;5;16/03/2023 04:33;Aplikasinya berguna sekali
yana supriyatna;5;16/03/2023 04:28;Mantap
Nanang Syahid;3;16/03/2023 04:27;Bagus
Ghizo Darsel;5;16/03/2023 04:23;Pertamina Juara
Sulaeman Sulaeman;5;16/03/2023 04:22;Juara
Idha Nugraha;5;16/03/2023 04:20;Mantap
Ali Permana;5;16/03/2023 04:18;Juara mantap
Mr Saqyo;1;16/03/2023 04:10;Rakyat makin dibikin susah
Aby Aisyah;5;16/03/2023 04:09;Terbaik
Neil Rohman;1;16/03/2023 04:08;aplikasi nyusahin, sering eror.... gak mutu.... belum lagi harus pakai apk link aja untuk pembayarannya. sama sama sering eror servernya.
Hanova Sukarya;5;16/03/2023 04:05;Sangat membantu dan memudahkan
maulana titasik;5;16/03/2023 04:04;Aplikasi ok
Yana Suryana;5;16/03/2023 04:03;Apk nya bagus
Ahmad Yunus;5;16/03/2023 03:47;My pertamina mantaaaaaapppp
Sani Hidayat;5;16/03/2023 03:44;Mantap cuy
Deska Saputra;1;16/03/2023 03:42;Aplikasi gathell sangat menyusahkan masyarakat kecil ,,daftarnya aja rumit
Rahmat Padlan;5;16/03/2023 03:41;Mantap
acep 9unawan;5;16/03/2023 03:34;Sangat bagus
Wisnu Adiana;5;16/03/2023 03:33;Bagus
Alfarizqi Bachtiar;5;16/03/2023 03:33;Mantap
Erru 87;5;16/03/2023 03:33;Bagus
Dadansar Dadansar;5;16/03/2023 03:33;bagus
Dani Hamdani;5;16/03/2023 03:32;Apk bagus
Dede Saepul;5;16/03/2023 03:32;Gass keun
Daris Rismayadi;5;16/03/2023 03:30;Bagus
Zamzam Hakim;5;16/03/2023 03:28;Ok
riki Suhendi;5;16/03/2023 03:15;Apk nya bagus
Fahmi Mohamad Rizki;5;16/03/2023 03:13;Mantaps bgt
ivanka scort;1;16/03/2023 03:08;Aplikasi tolol.... kami beli minyak pakek uang sendiri bukan uang pertamina
Olim m suryaman M suryaman;5;16/03/2023 03:07;Aplikasinya bagus
Rakyat Indonesia;5;16/03/2023 03:06;Mantap bagus
Suryo Susanto;1;16/03/2023 03:06;Aplikasi yg sangat sulit di gunakan..sdah daftar subsidi tepat tpi gak bisa diakses gk dapat code nya...diupdate hanya bungkusnya aja dalemanya sama aja developernya kacangan gak ada respon
Rahayu Wahyudin;5;16/03/2023 03:04;Aplikasinya mantab
Firman Maulana;5;16/03/2023 02:58;Terbaik
galih indriatna;5;16/03/2023 02:57;Aplikasi mantap
Riki Rimansyah;5;16/03/2023 02:56;Pertamina sangat mantap
Yusep Chepi;5;16/03/2023 02:56;Mantap 👍
Maps;5;16/03/2023 02:56;Pertamina layanan nya bagus dan terbaik
Dadan Hamdani;5;16/03/2023 02:56;Aplikasi mantap
Muhammad Fazri;5;16/03/2023 02:56;mantap
yayat berlian;5;16/03/2023 02:56;Sip lah
Yaya Cadlia;5;16/03/2023 02:54;Bagus
Arie Chandra Nugraha;5;16/03/2023 02:53;Aplikasi nya memudahkan
Putra Jaya;5;16/03/2023 02:53;Aplikasi matap
Aceng Abdulah;5;16/03/2023 02:53;App sangat menantu
Rasyid Muhammad;5;16/03/2023 02:53;Mantap
tedi sumanjaya;5;16/03/2023 02:52;Aplikasinya mantap
mizwar hanafiah;5;16/03/2023 02:51;Aplikasinya bagus dan memudahkan untuk transaksi nontunai
Alfani Nur Afidah;5;16/03/2023 02:50;Mantap
Adam Herdiansyah;5;16/03/2023 02:49;Mantap
Arif Hidayat;5;16/03/2023 02:48;Mantap
Nasrul Kholiq;5;16/03/2023 02:48;Aplikasinya mantap
Herdiana Dian;5;16/03/2023 02:47;Apkny mantul
Asun Data007;5;16/03/2023 02:46;Mantap
taufiqur rohman;5;16/03/2023 02:41;Oke mantaps
M DEEDAT ALHAFIZ;1;16/03/2023 02:38;kontolll error mulu
Azwar Nasution;5;16/03/2023 02:38;Muantabs lah
Bang usman Baik;4;16/03/2023 02:26;Lumayan dapat cashback, tapi sekarang jarang ada cashback🥲
Preman Pawon;1;16/03/2023 02:08;Sulit. Tolong untuk pertamina . Untuk solar jangan ada pengurangan pasokan. Rakyat kecil jadi susah
Boby Ganesya;5;16/03/2023 00:09;Mantul pertamina
Putra Pule;4;15/03/2023 18:46;Susah mendapatkan barcod nya...bikin ribet
Syafri Syafri;1;15/03/2023 18:28;Aplikasi kntol
Abdul Ghoni;5;15/03/2023 16:12;Is the best
Donny Tirta;1;15/03/2023 16:06;Tidak pernah mendapat respon dari pertamina , email pun tak pernah ada yg diterima
Marc Amanupunjo;1;15/03/2023 15:16;Aplikasi mengecewakan
Abde Sony;1;15/03/2023 14:57;Ribet Bikin Macet saat isi BBM, kurang Simple Aplikasinya, Asli Ribet..👎👎👎 pemakaiannya
Gusti Prastyo;5;15/03/2023 14:54;Bagus banget
Muhammad Hafiz;1;15/03/2023 14:49;Aplikasi gak guna.. Capek2 kita bayar pajak juga, mau isi bbm pun harus pakek aplikasi.. Aplikasi jahanam
Aryan Supra;1;15/03/2023 13:57;Apk gak lengkap gda pelacak atau history pengisian, masak saya hari ini belum ada isi sma sekali saldo nya 0 apa apan tu kaya gtu, klo mmng mau buat rakyat menderita gak gni caranya...
Megawati Aritonang;5;15/03/2023 13:54;Mantap
andi fiardi;5;15/03/2023 13:49;Agak repot
Nurul Ainunnisa;1;15/03/2023 13:37;Bukan nya mempermudah malah mempersulit kalo emang mau simple gampang pliss ni aplikasi bnerin dulu pengoprasian nya bikin stresss aja . Musingken !
Ahmad Ahmad;1;15/03/2023 13:16;Verifikasinya sangat lama Bukannya mempermudah Malah mempersulit keadaan di jalan lintas tidak ada signal
distributor service center;1;15/03/2023 13:13;Ini aplikasi terjelek yang pernah saya temui ..sudah hampir 3bulan daftar tidak ada repson apa2..dan sangt berbelit..sdh cocok dengan slogan klo bs dipersulit kenapa dibuat mudah.
Nova Sriayu;1;15/03/2023 13:07;Aplikasi buruk banget katanya harus pake aplikasi kalo mau isi bbm macam mana bisa isi bbm kode verivikasi ga muncul2 di tambah petugas pertamina yg kurang ramah bukannya bantuin gimana cara daftar malah suruh daftar lagi wkwkwk
Ghatfan 1234;1;15/03/2023 12:45;APLIKASI SAMPAH GA BERGUNA🤡
udil topen;1;15/03/2023 12:35;BUMN anggaran ny gede tapi bikin aplikasi kayak gini... Gak layak
sujito 87;5;15/03/2023 12:34;Mantap agar bbm bersubsidi tepat sasaran
Norman Martin;3;15/03/2023 12:34;Tidak ada daftar SPBU yang telah menerima payment e-wallet dan fitur lokasi nya masih kurang akurat serta perlu menambah jumlah SPBU yang bisa dilakukan payment e-wallet.
Mister Penyet;1;15/03/2023 12:17;Aplikasi terburuk
Muhlis Ilham;5;15/03/2023 12:15;APK yang sangat bermanfaat bagi para pengendara
Bernard Sinaulan;1;15/03/2023 12:12;Bel berhasil terdaftar
muhamad rhianthaupik;5;15/03/2023 12:08;Goog
basworo bangunaji;1;15/03/2023 12:05;Aplikasi buruk
Hartono Budi Waluyo;5;15/03/2023 12:02;Ok👍
Johanpo wijaya;1;15/03/2023 11:51;Mmg buat susah aj... aplikasi gak jelas
Dinda Fadillah;1;15/03/2023 11:41;Krna kbnyakan sopir kurang paham buat daftar, tpi bbm butuh banget buat klngsungn mncri nafkah, jdilh ddftarkn oleh pekerja pom bbm. Alhasil kuota jatah subsidi disalahgunain mreka. Kuota harian milik sopir brkurang. Ada data pngisian yg tidak dlkukan pmilik kndaraan/sopir. Sdngkan sopir tdk pham mngubah barcode
Rido ss;1;15/03/2023 11:33;Pukimakmu lah aplikasi bujang
Agus Haryanto;5;15/03/2023 10:59;Kenapa punya saya gak bisa di buka bos
Ajosiam Ganteng;1;15/03/2023 09:23;Sush daftarnya
bang toyib;2;15/03/2023 09:04;Dari sini kita jadi tahu bahwa Pemerintah harus mempersulit rakyat dalam mendapatkan jenis BBM bersubsidi
anak karang;5;15/03/2023 08:55;Tlng diperbaharui aplikasinya kurang simpel, terlalu berbelit2
marlianto anto;5;15/03/2023 08:50;Good
Firman Yanur Arif;1;15/03/2023 08:32;APLIKASI PALING BURUK MILIK PEMERINTAH. GUE AJARIN LU SEMUA DISITU CARA BIKIN APLIKASI. ADMINISTRASINYA JG LAMBAN, NUNGGU VERIFIKASI 14 HARI. WOY LU DIGAJI BUKAN BUAT JD LELET.
Firman Syah;1;15/03/2023 08:10;Ngga bisa di pakai di banyak SPBU di semarang
Paris In;5;15/03/2023 07:19;Joosss
binde san;1;15/03/2023 07:10;Sy sudah daftarkan akun tp knp slalu tdk bisa saat meminta kede barcob.dan nik atau pasword anda salah ....bagaimana ini mypertamina
Erik Diyansah;5;15/03/2023 07:06;Mantap kali aplikasi nya dek
Rahmat Aulia;1;15/03/2023 07:06;Aplikasi banyak bug,
Raden Bathoro;1;15/03/2023 06:59;Gak usah ngadi ngadi bikin aplikasi kek ginian. Selesai daftar, mau login di website nya, katanya NIK/PASSWORD salah. Ente mau ngibul? Ngotak ngapa cok... Kagak ditanggepi berarti ini aplikasi bot, bot kagak punya otak...
arif afriandy;1;15/03/2023 05:57;Sangat Merepotkan
Dede Dafik;5;15/03/2023 05:49;Bagus
Wawan Sadhana;4;15/03/2023 05:30;Bagus dan saya sdh memakainya 😂. Kendala ada di lapangan, wkt proses pengisian (pembelian) BBM lbh lama (antri) 😔
Su Bagio;5;15/03/2023 05:23;bagus mantab
muhamad ariono;1;15/03/2023 04:42;Sbagai nelayan/tukang tmbalban susah dpat subsidi apalagi pembelian pake jerigen besi sekarang udah d tolak, aplikasi gagal melulu..
tonierlang@gmail.com @gmail.com;4;15/03/2023 04:28;nunggu konfirnya lama. padahal sdh terdaftar.. mohon my pertamina dipermudah.. terima kasih
Wira Yuda;1;15/03/2023 04:13;Aplikasi sangat buruk dan jelek
La Ode Samsudin;5;15/03/2023 04:10;Sangat membatu
ZENY ERDO Mc;1;15/03/2023 04:08;Kenapa harus 14 hari kami tersangkut data dan tidak bisa isi BBM hanya untuk mendapatkan barkode dan kenapa data salah akan susah untuk diperbaiki, apakah pertamina kita sedang baik-baik saja saat ini...?
Agung Susilo;1;15/03/2023 03:56;Mau riset pin aja susah.
Wana Rahmi;5;15/03/2023 03:54;Aplikasi nya sangat bagus, sangat membatu banget kalau mau isi BBM Anti ribet anti lelet.. gak perlu takut kalau lupa bawa uang tunai karena tersambung ke beberapa E-Wallet, plus bnyak promo dan hadiah nya👍👍👍
TIMBUL HAMONANGAN;1;15/03/2023 03:51;Aplikasih sangat membingungkan dan terkesan bolak balik
Abdul Kadir;5;15/03/2023 03:44;Pendaftaran saya terus ditolak padahal persyaratan sudah lengkap
Mus Inyo;5;15/03/2023 03:33;ok
Satria Pratama;1;15/03/2023 03:29;Wong yo kari install ae kok cek angel men..ndahnian pas d gunakno..aplikasi model opooooooo iki..
Muhammad Hidayat;1;15/03/2023 03:28;Selamat atas keberhasilan merepotkan rakyat
Eko Jhon;1;15/03/2023 03:09;Taiiii
Fosil Purba;3;15/03/2023 02:48;Pelajari dulu ya
Irman Siswanto;1;15/03/2023 02:34;Aplikasi tidak jelas, seharusnya lebih dimudahkan, APLIKASI PALING BURUK, PENGEMBANGAN APLIKASI BURUK
Yuliana Umrotun;1;15/03/2023 02:17;Apk ribet, harus pakai nik
Yose Damanik;1;15/03/2023 01:45;Buat rumit aaja aplikasi nya ini ntah kayak mana sakit kepala mau daftar aja bingung ntah kek mana buat capek aja sakit kepala
pimen Cut;1;15/03/2023 01:36;Bikin aplikasi ribet amat sudah upload ini itu msh TDK jelas
Musfa Mowok;1;15/03/2023 01:28;Aplikasi yang membagongkan.
Riana Tia;2;15/03/2023 01:25;Aplikasi ini sangat membantu, tapi kita harus jeli, kayak hari ini aq ngisi bensin, motor paling mahal berpa sih 35 rbu kan, nah d buat 82 rbu, mang tak luput dari kesalahan saya krna tidak d perhatikan, tapi ni bentuk kecurangan baru dari pegawai bukan aplikasi, tolong untuk pegawai yg seperti ini d berikan teguran,
Ahmad Sabanul;1;15/03/2023 01:22;Aplikasi sialan, isi data ribet bgt !!!
Arie Gunawan;1;15/03/2023 01:04;Mw daftar aja sdh eror gni,gmn mau maju,hadehhhhhh parah
Arifuddin 726;1;15/03/2023 00:52;Terlalu ribet .... Bemana klo orang tua yang awam tidak tau Pake android kan ribet
Syahrir Rudding;2;15/03/2023 00:51;ribet
Shopian Rahmi;1;15/03/2023 00:20;Pemerintah gak berakal😂😂
Abizar Algiffari;1;14/03/2023 22:52;Notfikasi sms tidak muncul2...akhirnya bacode enggan timbul diayar hp yah pusing...benahi lagi ahar masyarakat gk bingung
Calvin Agustin;5;14/03/2023 15:43;Mantap 5 bintang buat admin
Stefanus Andri Eko Santoso;5;14/03/2023 15:33;Ok
jhon taosus;3;14/03/2023 15:10;Manthappp
Yaskur Comeng;1;14/03/2023 15:07;Pengaduan gak di jawab dan nggak ada kejelasan
Muh Takdir;5;14/03/2023 13:55;Ok
Devhan Putra Willis;5;14/03/2023 13:32;Oke
Musthofa Abdul Rozaq;5;14/03/2023 13:26;Masya Allah
FREMI DIKY CHRESTAVIUS;1;14/03/2023 13:13;Apk Gak jelas percuma ngisi saldo di sini GK banyak pom yg GK bisa selalu bilang trobel dan error' Pos besar di Sidoarjo dekat alun2 terutama
Adiesta Chanel;1;14/03/2023 12:53;Aplikasi taik... Bikin repot aja, muak sama yg ginian
Hamka Ketaren;5;14/03/2023 11:52;Semoga bermanfaat
AGUS SUPRIYANTO;1;14/03/2023 11:47;Aplikasinya jelekkkkkkkkkk, saya blm pernah login tp tulisannya nomor sudah terdaftar. Pake nomer lain tp kok kode verivikasinya ga dikirim udh nunggu berjam jam. Udh upload data sampe tahap akhir tbtb kembali sendiri pas balik datanya udh ilang. Pas nyoba masukin pin lg katanya pin udh kedaftar. Sungguh ribetnyaa aturan ini. Aturan bukannya makin buat mempermudah hidup malah makin bikin susahhhh.
Ali Rahman Sitompul;5;14/03/2023 11:29;Mantap
sunarko sunarko;5;14/03/2023 11:29;Ok
Nadiva Aulia;5;14/03/2023 10:05;Pasti pas
Yusuf Safura;1;14/03/2023 09:48;Allah.... Apa maksud pemerintah ini /Dirut Pertamina ini. Ke pom suruh daftar.. begitu download apl selalu ada kendala tidak bisa masuk
idhunk at2412;1;14/03/2023 08:09;Ribet jalurnya,.harus ini.,harus itu,.ga simpel
Mensen Tepu;5;14/03/2023 07:49;kalau memang ini di butuhkan maka tolong di permudah dan tidak merugikan pengguna,,dan tolong ya pasa adminya supaya bertanggung jawab,,karna kalau ingin aplikasinya di gunakan maka buatlah aplikasi ini jadi jlas dan membantu,trima kasi,,saya kasi bintang lima supaya aplikasi ini trus di perlancar
putra saputra;4;14/03/2023 07:21;mantab
Hidayat Sawang;5;14/03/2023 07:10;Ok
Creep3rXD;1;14/03/2023 06:37;Ga guna tau sampah ya ini anjir cape w cok daftar ngulang terus ntah apa subsidi subsidi njnek
Rizaldy Moka;5;14/03/2023 06:23;Good
Muthia Ediet;1;14/03/2023 05:57;Aplikasi yg menyulitkan masyarakat
Eksan Mustofa;3;14/03/2023 05:47;Mau ngeriset data kok susah banget ya.masalahnya punyaku mobil kantor.ganti sopir data saya mau tak riset tapi gimana caranya🤦🤦
Teguh Teguh;1;14/03/2023 05:40;Ribet.. Gagal terus regestasi
naBiLa aZ;1;14/03/2023 04:53;Terburuk 👎👎👎
Syafril Tanjung;1;14/03/2023 04:50;Apk nyusahin masyarakat 🖕🖕🖕
Prabowo Dwinarto;1;14/03/2023 04:18;Jangan maksain bikin aplikasi majukan dlu sdm nya sejahterakan dulu rakyat nya
bangleho leho (Bangleho);3;14/03/2023 04:06;Walaupun sudah pakai barcode masih susah
RR Labs;1;14/03/2023 04:05;sistem gabisa masuk,aplikasi ga berfungsi
Sodix1206;1;14/03/2023 03:49;"Mustahil data aman Cok , mau ngisi solar aja limit tinggal 13.000 , padahal 4 hari belum ngisi solar tau "" limit, aplikasi telo cok"
like_ rams;1;14/03/2023 03:23;Minimal kalo upload foto bisa dokumen , jadi kalau upload STNK biar jelass tidak pecah hasilnya.
Jecky Hendriadi;1;14/03/2023 03:15;Selalu error, log in susah amat, aplikasi belum siap
Mustofa Anwar;1;14/03/2023 02:52;Pusing pake nya
M Khalil;1;14/03/2023 02:41;Menyusahkan, bbm sering gak ada, aplikasinya gak jelas..
Dedi Supriadi;5;14/03/2023 02:38;Bagus
Rayyan Alfarizi;1;14/03/2023 02:18;Aplikasi makin membantu✖️ Aplikasi makin memperbebani ✔️ Mau pun daftar malah plat polisi tidak tepat dengan Poto STNK padahal udah sama kyknya bukan saya aj yang begini
Zulfan H;5;14/03/2023 02:09;Ok
Candra Supriatna;2;14/03/2023 02:06;Foto STNK sudah jelas tapi keteranganya tidak jelas
Tata 2707;5;14/03/2023 01:50;🤝🏻
ale mina;1;14/03/2023 01:42;Masukkkk angiinnnn.....!! Memperibettt
Satria Perdana;1;13/03/2023 23:05;Aplikasi aneh,buruk sekali. Reset pasword aja nunggu berbulan², ditanya ke admin dan petugas SPBU pun tak ad solusi. Aplikasi gagal. Tidak ad barcode tidak bsa isi BBM
Star Ponsel;1;13/03/2023 22:20;Buruk
Ade Muliawan;1;13/03/2023 21:56;Apk buruk, hanya mempersulit masyarakat kecil. Ribet, yg kasi bintang 5 itu pasti org dalam Kalo mmg bener2 di survey dr masyarakat sudah pasti 99 persen mengeluh, bukan ny mempermudah malah bikin ribet. Kebijakan gk guna buat masyarakat, cuma buat kepentingan yg diatas.. Kalo ada rating tanpa bintang sudah pasti saya milih bintang yg paling bawah dan yg paling buruk biar sama dgn kebijakan dan Apk ny.😒
Tri Afriyanto Ibrahim;1;13/03/2023 18:21;Satu aja dluuu.. sampe bener2 mutakhir. Masak udah berapa kali ngisi bbm, di aplikasi nggak muncul riwayatnya. Lol
Febian Budi saputra;3;13/03/2023 16:45;RUDET!!!! udah daftar, isi ini itu masih ngak di ACC padahal udah 4 bulan di tunggu kode QR tetep ngak keluar nyusahin UMKM! Kerasa kalo keluar kota kirim barang harus berhenti 3x di pom berbeda biar tangki penuh belum lagi kalo di pom antrinya banyak SENGSARA HIDUP GINI AMAT
dedy hasrul;1;13/03/2023 16:09;Aplikasi nya gk jelas..diaplikasi kendaraan saya terdaftar tapi barcode nya tidak muncul..
Agus Munandar;1;13/03/2023 15:29;TERIMAKASIH! Atas kesulitannya
Yuliana Dewi;1;13/03/2023 15:20;SANGAT BURUK APLIKASI INI MEMPERSULIT MASYARAKAT.
sampurno budi;2;13/03/2023 14:46;Respon verifikasi lamaaaa
hery yanto;3;13/03/2023 14:09;Sulit
Remigius Gius;5;13/03/2023 14:01;Susah sekali tuk daftar
ivan rasyid;1;13/03/2023 13:54;Merepotkan...negri terlalu banyak peraturan!!!
candra atmaja;1;13/03/2023 13:41;Di pom bensin kan ada larangan penggunaan hp bagus cash aja biar tidak beresiko terjadi kebakaran
arief bahtera sukma;1;13/03/2023 13:38;sampah
Ringgo Adnt;5;13/03/2023 13:22;Apk bdoh di persulit negara mending jadi korupsi hukuman ringan APK SM₱@#
Yuda Satria;1;13/03/2023 12:34;Bikin susah rakyat Cuma bikin susah Aplikasi gak jelas. Terlalu banyak atura , pergi cek email pas kembali ke aplikasi malah di suruh isi ulang data dari awal.
Aan Fitriadi kusuma;1;13/03/2023 12:10;Saya mau tanya ini apk ngarahnya dan tujuan nya apa.ini daftar aja nunggu 14 hari baru keluar code QPR.saya pribadi berpendapat belum bisa di aplikasikan ke masyarakat kalau sistem apknya masih banyak bug.setidaknya perbenahi dulu deh yg beli beli pakek jeregen.yg membuat Langka minyak.bukan yg pakai mobil.bayangkan yg beli jeregen sekali jalan ada 10 .isi satu jeregen 50 liter bandingkan sama kendaraan. Kami capek capek antri di SPBU.tiba tiba bahan bakar habis . terimakasih
M Hutasoit;1;13/03/2023 11:47;Ribet
mu harman;1;13/03/2023 11:26;Bintang 1 untuk aplikasi ini yg tidak bs diinstal
hamba allah;1;13/03/2023 10:34;Bikin susah rakyat kecil,udh di download ga dapat kode QR nya,indonesia sedang tdak baiksaja
Maulida Yuli;1;13/03/2023 10:09;Aplikasi nya kurang bagus masa udh masuk tinggal masukin ktp pasword nya slah trs
Irfan MLBB;1;13/03/2023 10:06;Kenapa bermasalahnya difoto stnk yah,,, foto stnk tidak sesuai atau tidak terbaca dan file foto kenapa harus dibatasi 2mb sedangkan dihp saya 2mb itu burik banget gambarnya tolong di perbaiki!!! Beli pertalite aja sangat dipersulit
Mr. Ridwan;1;13/03/2023 09:40;total pembelian BBM tdk muncul...padahal setiap beli scan barcode
Syahrul Dj;1;13/03/2023 09:11;Aplikasi gak jelas.. Error trus, aplikasi terjelek di play store, sepertinya mmg tidak niat kasih subsidi, setiap pengisian data selalu gagal. Dan harua ulang dari pertama
Septian Dwi Cahyo;5;13/03/2023 09:10;.pk.ko.oml.m.l ..k.k..l.....k.k.l..k... .. mm k ol.o.l.kmmp o .. ..k.pp o o opol p plp pploop lopll ppl p popl l l p oll p ooop p ol opo o lol pp ol ..oo oop op o pp o
Raffa Arsya;5;13/03/2023 09:02;Semoga gak gangguan jd gak gangguan juga buat ngisi BBM..
Ivan Alvarezy;1;13/03/2023 08:47;Aplikasi bodohhh menyusahkan Data sudah lengkap tapi ditolak Pergi ke tempat pertamina tidak ada solusi kata karyawan a memang paok aplikasi a
Verel Riyanto;1;13/03/2023 08:22;Apl gajelass ga bisa masukk
125Daengta Channel;5;13/03/2023 08:14;Siip
Cristo Cristoo;1;13/03/2023 07:51;Aplikasinya tidak jelassss semoga bahagia di surga engkau yang membuat aplikasinya...
Nof Rianto;1;13/03/2023 07:48;Aplikasi nya susah sekali untuk orang yg awam tentang teknologi
